product_url	name	description	price	image_url	category	offer_id	instock	shipping	brand	upc	color	size	quantity	product_id	manufacturer_id	exp_date	product_type	delete	currency
https://www.ecdiscounts.com/houseware/product_info.php?products_id=11	"Fire Down Below Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 100 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	29.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/fire_down_below.gif	DVD Movies > Action	DVD-FDBL	Y		Warner					DVD-FDBL			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=12	"Die Hard With A Vengeance Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa). Languages: English, Deutsch. Subtitles: English, Deutsch, Spanish. Audio: Dolby Surround 5.1. Picture Format: 16:9 Wide-Screen. Length: (approx) 122 minutes. Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	39.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/die_hard_3.gif	DVD Movies > Action	DVD-DHWV	Y		Fox					DVD-DHWV			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=13	"Lethal Weapon Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 100 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	34.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/lethal_weapon.gif	DVD Movies > Action	DVD-LTWP	Y		Warner					DVD-LTWP			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=17	"Speed Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 112 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	39.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/speed.gif	DVD Movies > Action	DVD-SPEED	Y		Fox					DVD-SPEED			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=18	"Speed 2: Cruise Control"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).  Languages: English, Deutsch.  Subtitles: English, Deutsch, Spanish.  Audio: Dolby Surround 5.1.  Picture Format: 16:9 Wide-Screen.  Length: (approx) 120 minutes.  Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	42	https://www.ecdiscounts.com/houseware/images/houseware/dvd/speed_2.gif	DVD Movies > Action	DVD-SPEED2	Y		Fox					DVD-SPEED2			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=5	"Blade Runner - Director's Cut Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).Languages: English, Deutsch.Subtitles: English, Deutsch, Spanish.Audio: Dolby Surround 5.1.Picture Format: 16:9 Wide-Screen.Length: (approx) 112 minutes.Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	30	https://www.ecdiscounts.com/houseware/images/houseware/dvd/blade_runner.gif	DVD Movies > Science Fiction	DVD-BLDRNDC	Y		Warner					DVD-BLDRNDC			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=7	"You've Got Mail Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa). Languages: English, Deutsch, Spanish. Subtitles: English, Deutsch, Spanish, French, Nordic, Polish. Audio: Dolby Digital 5.1. Picture Format: 16:9 Wide-Screen. Length: (approx) 115 minutes. Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	34.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/youve_got_mail.gif	DVD Movies > Comedy	DVD-YGEM	Y		Warner					DVD-YGEM			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=19	"There's Something About Mary Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 114 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	49.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/theres_something_about_mary.gif	DVD Movies > Comedy	DVD-TSAB	Y		Fox					DVD-TSAB			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=8	"A Bug's Life ""Multi Pak"" Special 2003 Collectors Edition"	"A Bug's Life ""Multi Pak"" Special 2003 Collectors Edition    Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Digital 5.1 / Dobly Surround Stereo.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 91 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	35.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/a_bugs_life.gif	DVD Movies > Cartoons	DVD-ABUG	Y		Warner					DVD-ABUG			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=15	"Frantic Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 115 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	35	https://www.ecdiscounts.com/houseware/images/houseware/dvd/frantic.gif	DVD Movies > Thriller	DVD-FRAN	Y		Warner					DVD-FRAN			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=14	"Red Corner Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 117 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	32	https://www.ecdiscounts.com/houseware/images/houseware/dvd/red_corner.gif	DVD Movies > Drama	DVD-REDC	Y		Warner					DVD-REDC			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=16	"Courage Under Fire Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 112 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	29.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/courage_under_fire.gif	DVD Movies > Drama	DVD-CUFI	Y		Fox					DVD-CUFI			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=20	"Beloved Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 164 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	54.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/beloved.gif	DVD Movies > Drama	DVD-BELOVED	Y		Warner					DVD-BELOVED			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=21	"SWAT 3: Close Quarters Battle Linked"	"Windows 95/98211 in progress with shots fired. Officer down. Armed suspects with hostages. Respond Code 3! Los Angles, 2005, In the next seven days, representatives from every nation around the world will converge on Las Angles to witness the signing of the United Nations Nuclear Abolishment Treaty. The protection of these dignitaries falls on the shoulders of one organization, LAPD SWAT. As part of this elite tactical organization, you and your team have the weapons and all the training necessary to protect, to serve, and &quot;When needed&quot; to use deadly force to keep the peace. It takes more than weapons to make it through each mission. Your arsenal includes C2 charges, flashbangs, tactical grenades. opti-Wand mini-video cameras, and other devices critical to meeting your objectives and keeping your men free of injury. Uncompromised Duty, Honor and Valor!"	79.99	https://www.ecdiscounts.com/houseware/images/houseware/sierra/swat_3.gif	Software > Simulation	PC-SWAT3	Y		Sierra					PC-SWAT3			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=22	"Unreal Tournament Linked"	"From the creators of the best-selling Unreal, comes Unreal Tournament. A new kind of single player experience. A ruthless multiplayer revolution.This stand-alone game showcases completely new team-based gameplay, groundbreaking multi-faceted single player action or dynamic multi-player mayhem. It's a fight to the finish for the title of Unreal Grand Master in the gladiatorial arena. A single player experience like no other! Guide your team of 'bots' (virtual teamates) against the hardest criminals in the galaxy for the ultimate title - the Unreal Grand Master."	89.99	https://www.ecdiscounts.com/houseware/images/houseware/gt_interactive/unreal_tournament.gif	Software > Action	PC-UNTM	Y		GT Interactive					PC-UNTM			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=23	"The Wheel Of Time Linked"	"The world in which The Wheel of Time takes place is lifted directly out of Jordan's pages; it's huge and consists of many different environments. How you navigate the world will depend largely on which game - single player or multipayer - you're playing. The single player experience, with a few exceptions, will see Elayna traversing the world mainly by foot (with a couple notable exceptions). In the multiplayer experience, your character will have more access to travel via Ter'angreal, Portal Stones, and the Ways. However you move around, though, you'll quickly discover that means of locomotion can easily become the least of the your worries...During your travels, you quickly discover that four locations are crucial to your success in the game. Not surprisingly, these locations are the homes of The Wheel of Time's main characters. Some of these places are ripped directly from the pages of Jordan's books, made flesh with Legend's unparalleled pixel-pushing ways. Other places are specific to the game, conceived and executed with the intent of expanding this game world even further. Either way, they provide a backdrop for some of the most intense first person action and strategy you'll have this year."	99.99	https://www.ecdiscounts.com/houseware/images/houseware/gt_interactive/wheel_of_time.gif	Software > Strategy	PC-TWOF	Y		GT Interactive					PC-TWOF			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=24	"Disciples: Sacred Lands Linked"	"A new age is dawning...Enter the realm of the Sacred Lands, where the dawn of a New Age has set in motion the most momentous of wars. As the prophecies long foretold, four races now clash with swords and sorcery in a desperate bid to control the destiny of their gods. Take on the quest as a champion of the Empire, the Mountain Clans, the Legions of the Damned, or the Undead Hordes and test your faith in battles of brute force, spellbinding magic and acts of guile. Slay demons, vanquish giants and combat merciless forces of the dead and undead. But to ensure the salvation of your god, the hero within must evolve.The day of reckoning has come... and only the chosen will survive."	90	https://www.ecdiscounts.com/houseware/images/houseware/gt_interactive/disciples.gif	Software > Strategy	PC-DISC	Y		GT Interactive					PC-DISC			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=28	"Gift Certificate $  5.00"	"Purchase a Gift Certificate today to share with your family, friends or business associates!"	5	https://www.ecdiscounts.com/houseware/images/houseware/gift_certificates/gv_5.gif	Gift Certificates	GIFT005	Y							GIFT005			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=29	"Gift Certificate $ 10.00"	"Purchase a Gift Certificate today to share with your family, friends or business associates!"	10	https://www.ecdiscounts.com/houseware/images/houseware/gift_certificates/gv_10.gif	Gift Certificates	GIFT 010	Y							GIFT 010			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=30	"Gift Certificate $ 25.00"	"Purchase a Gift Certificate today to share with your family, friends or business associates!"	25	https://www.ecdiscounts.com/houseware/images/houseware/gift_certificates/gv_25.gif	Gift Certificates	GIFT025	Y							GIFT025			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=31	"Gift Certificate $ 50.00"	"Purchase a Gift Certificate today to share with your family, friends or business associates!"	50	https://www.ecdiscounts.com/houseware/images/houseware/gift_certificates/gv_50.gif	Gift Certificates	GIFT050	Y							GIFT050			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=32	"Gift Certificate $100.00"	"Purchase a Gift Certificate today to share with your family, friends or business associates!"	100	https://www.ecdiscounts.com/houseware/images/houseware/gift_certificates/gv_100.gif	Gift Certificates	GIFT100	Y							GIFT100			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=47	"Gift Certificates by attribtues"	"Priced by Attributes Gift Certificates."	0	https://www.ecdiscounts.com/houseware/images/houseware/gift_certificates/gv.gif	Gift Certificates	GIFT	Y							GIFT			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=5	"Blade Runner - Director's Cut Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).Languages: English, Deutsch.Subtitles: English, Deutsch, Spanish.Audio: Dolby Surround 5.1.Picture Format: 16:9 Wide-Screen.Length: (approx) 112 minutes.Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	30	https://www.ecdiscounts.com/houseware/images/houseware/dvd/blade_runner.gif	Big Linked	DVD-BLDRNDC	Y		Warner					DVD-BLDRNDC			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=6	"The Matrix Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch.    Audio: Dolby Surround.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 131 minutes.    Other: Interactive Menus, Chapter Selection, Making Of."	30	https://www.ecdiscounts.com/houseware/images/houseware/dvd/the_matrix.gif	Big Linked	DVD-MATR	Y		Warner					DVD-MATR			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=7	"You've Got Mail Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa). Languages: English, Deutsch, Spanish. Subtitles: English, Deutsch, Spanish, French, Nordic, Polish. Audio: Dolby Digital 5.1. Picture Format: 16:9 Wide-Screen. Length: (approx) 115 minutes. Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	34.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/youve_got_mail.gif	Big Linked	DVD-YGEM	Y		Warner					DVD-YGEM			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=8	"A Bug's Life ""Multi Pak"" Special 2003 Collectors Edition"	"A Bug's Life ""Multi Pak"" Special 2003 Collectors Edition    Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Digital 5.1 / Dobly Surround Stereo.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 91 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	35.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/a_bugs_life.gif	Big Linked	DVD-ABUG	Y		Warner					DVD-ABUG			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=9	"Under Siege Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa). Languages: English, Deutsch. Subtitles: English, Deutsch, Spanish. Audio: Dolby Surround 5.1. Picture Format: 16:9 Wide-Screen. Length: (approx) 98 minutes. Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	29.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/under_siege.gif	Big Linked	DVD-UNSG	Y		Warner					DVD-UNSG			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=11	"Fire Down Below Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 100 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	29.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/fire_down_below.gif	Big Linked	DVD-FDBL	Y		Warner					DVD-FDBL			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=12	"Die Hard With A Vengeance Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa). Languages: English, Deutsch. Subtitles: English, Deutsch, Spanish. Audio: Dolby Surround 5.1. Picture Format: 16:9 Wide-Screen. Length: (approx) 122 minutes. Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	39.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/die_hard_3.gif	Big Linked	DVD-DHWV	Y		Fox					DVD-DHWV			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=13	"Lethal Weapon Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 100 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	34.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/lethal_weapon.gif	Big Linked	DVD-LTWP	Y		Warner					DVD-LTWP			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=14	"Red Corner Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 117 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	32	https://www.ecdiscounts.com/houseware/images/houseware/dvd/red_corner.gif	Big Linked	DVD-REDC	Y		Warner					DVD-REDC			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=15	"Frantic Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 115 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	35	https://www.ecdiscounts.com/houseware/images/houseware/dvd/frantic.gif	Big Linked	DVD-FRAN	Y		Warner					DVD-FRAN			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=16	"Courage Under Fire Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 112 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	29.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/courage_under_fire.gif	Big Linked	DVD-CUFI	Y		Fox					DVD-CUFI			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=17	"Speed Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 112 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	39.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/speed.gif	Big Linked	DVD-SPEED	Y		Fox					DVD-SPEED			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=19	"There's Something About Mary Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 114 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	49.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/theres_something_about_mary.gif	Big Linked	DVD-TSAB	Y		Fox					DVD-TSAB			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=20	"Beloved Linked"	"Regional Code: 2 (Japan, Europe, Middle East, South Africa).    Languages: English, Deutsch.    Subtitles: English, Deutsch, Spanish.    Audio: Dolby Surround 5.1.    Picture Format: 16:9 Wide-Screen.    Length: (approx) 164 minutes.    Other: Interactive Menus, Chapter Selection, Subtitles (more languages)."	54.99	https://www.ecdiscounts.com/houseware/images/houseware/dvd/beloved.gif	Big Linked	DVD-BELOVED	Y		Warner					DVD-BELOVED			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=21	"SWAT 3: Close Quarters Battle Linked"	"Windows 95/98211 in progress with shots fired. Officer down. Armed suspects with hostages. Respond Code 3! Los Angles, 2005, In the next seven days, representatives from every nation around the world will converge on Las Angles to witness the signing of the United Nations Nuclear Abolishment Treaty. The protection of these dignitaries falls on the shoulders of one organization, LAPD SWAT. As part of this elite tactical organization, you and your team have the weapons and all the training necessary to protect, to serve, and &quot;When needed&quot; to use deadly force to keep the peace. It takes more than weapons to make it through each mission. Your arsenal includes C2 charges, flashbangs, tactical grenades. opti-Wand mini-video cameras, and other devices critical to meeting your objectives and keeping your men free of injury. Uncompromised Duty, Honor and Valor!"	79.99	https://www.ecdiscounts.com/houseware/images/houseware/sierra/swat_3.gif	Big Linked	PC-SWAT3	Y		Sierra					PC-SWAT3			OTHER		USD
https://www.ecdiscounts.com/houseware/product_info.php?products_id=22	"Unreal Tournament Linked"	"From the creators of the best-selling Unreal, comes Unreal Tournament. A new kind of single player experience. A ruthless multiplayer revolution.This stand-alone game showcases completely new team-based gameplay, groundbreaking multi-faceted single player action or dynamic multi-player mayhem. It's a fight to the finish for the title of Unreal Grand Master in the gladiatorial arena. A single player experience like no other! Guide your team of 'bots' (virtual teamates) against the hardest criminals in the galaxy for the ultimate title - the Unreal Grand Master."	89.99	https://www.ecdiscounts.com/houseware/images/houseware/gt_interactive/unreal_tournament.gif	Big Linked	PC-UNTM	Y		GT Interactive					PC-UNTM			OTHER		USD
